company_id,score_final,score_bruto,clasificacion,tendencia,score_trayectoria,alerta_temprana,alerta_severidad,alerta_activa_ultimo_mes,primera_alerta,giro_detectado,primer_giro,naturaleza_caida,caida_score_3m,giro_sigmas,delta_score_ultimo_mes,motivo_cambio_ultimo_mes,cambio_real_ultimo_mes,cambio_cobertura_ultimo_mes,group_id,meses_evaluados,meses_activos,evidencia_efectiva,cobertura_media,cobertura_reciente,confianza,apto_ranking,score_ultimo_mes,eventos_detectados,eventos_totales,meses_anticipacion,meses_anticipacion_nivel,meses_ganados_a_nivel
COMP_0730,64.56,68.05,ESTABLE,ESTABLE,56.17,0,,0,,0,,,,,-0.49,liquidez +3.1; colchon -2.1,-0.5,0.0,GROUP_0041,6,6,2.182,0.88,0.88,media,1,73.83,,,,,
COMP_0541,64.55,66.67,ESTABLE,ESTABLE,46.63,1,vigilancia,0,2026-03,1,2026-03,bache,24.99,1.29,5.49,liquidez +7.2; trayectoria -1.6,5.49,0.0,GROUP_0169,10,10,3.579,0.928,1.0,media,1,64.82,,,,,
COMP_1025,64.52,67.44,ESTABLE,ESTABLE,49.18,0,,0,,0,,,,,-18.71,liquidez -11.3; eficiencia -3.4,-18.7,0.0,GROUP_0032,7,7,2.594,0.897,0.94,media,1,53.14,,,,,
COMP_0626,64.46,65.46,ESTABLE,ESTABLE,54.71,1,vigilancia,0,2025-03,1,2025-03,bache,11.84,1.68,-11.2,eficiencia -12.3; colchon +1.1,-11.19,0.0,GROUP_0070,22,22,7.507,0.967,1.0,alta,1,77.54,,,,,
COMP_0406,64.44,66.18,ESTABLE,ESTABLE,56.16,1,nivel_bajo,0,2026-03,0,,,,,1.76,eficiencia +3.4; trayectoria +1.7,3.34,0.0,GROUP_0034,8,8,4.32,0.955,1.0,media,1,76.53,,,,,
COMP_1240,64.42,65.43,ESTABLE,ESTABLE,50.13,1,vigilancia,0,2025-03,1,2025-03,caida_estructural,22.05,1.55,10.7,liquidez +14.0; cobro_clientes -5.1,10.7,0.0,GROUP_0250,22,22,7.507,0.967,1.0,alta,1,69.7,0.0,1.0,,2.0,
COMP_0417,64.36,65.46,ESTABLE,ESTABLE,43.57,1,vigilancia,0,2025-07,1,2025-07,bache,28.27,1.62,20.41,liquidez +11.3; trayectoria +4.7,20.39,0.0,GROUP_0092,18,18,6.738,0.96,1.0,alta,1,79.1,,,,,
COMP_0777,64.34,67.75,ESTABLE,ESTABLE,45.56,0,,0,,0,,,,,26.7,liquidez +17.1; colchon +4.2,26.69,0.0,GROUP_0179,6,6,2.182,0.88,0.88,media,1,86.12,,,,,
COMP_0654,64.29,66.54,ESTABLE,DETERIORANDO,37.84,1,nivel_bajo,1,2026-07,0,,,,,-15.15,deuda_comercial -14.0; trayectoria -1.4,-15.13,0.0,GROUP_0053,9,9,3.288,0.92,1.0,media,1,28.95,1.0,1.0,1.0,,1.0
COMP_1149,64.26,65.25,ESTABLE,MEJORANDO,67.85,1,vigilancia,0,2025-05,1,2025-05,bache,22.9,1.97,4.05,colchon +4.1; eficiencia +3.4,4.05,0.0,GROUP_0057,22,22,7.507,0.967,1.0,alta,1,70.05,,,,,
COMP_0479,64.23,66.29,ESTABLE,ESTABLE,46.11,1,vigilancia,0,2026-03,1,2026-03,bache,24.76,1.82,4.94,liquidez +4.1,4.93,0.0,GROUP_0170,10,10,3.579,0.928,1.0,media,1,65.17,,,,,
COMP_0580,64.23,67.01,ESTABLE,ESTABLE,51.23,0,,0,,0,,,,,-5.23,deuda_comercial -5.4; trayectoria +3.1,-5.23,0.0,GROUP_0008,7,7,2.655,0.949,0.97,media,1,69.2,,,,,
COMP_0663,64.21,67.58,ESTABLE,MEJORANDO,65.17,0,,0,,0,,,,,-6.85,liquidez -7.2; eficiencia -3.4,-6.85,0.0,GROUP_0143,6,6,2.182,0.88,0.88,media,1,68.01,,,,,
COMP_1203,64.2,67.57,ESTABLE,MEJORANDO,77.83,0,,0,,0,,,,,4.91,liquidez +11.3; trayectoria -3.7,8.9,0.0,GROUP_0216,6,6,2.182,0.88,0.88,media,1,73.22,,,,,
COMP_1266,64.13,66.6,ESTABLE,DETERIORANDO,41.72,1,vigilancia,1,2026-06,1,2026-06,caida_estructural,12.24,1.35,-6.09,liquidez -7.2; trayectoria +1.1,-6.89,0.0,GROUP_0087,8,8,2.961,0.91,0.97,media,1,57.41,,,,,
COMP_0483,64.12,65.3,ESTABLE,ESTABLE,54.38,1,vigilancia,0,2025-09,1,2025-09,bache,19.04,2.03,6.05,liquidez +5.8; trayectoria +1.4,6.07,0.0,GROUP_0063,16,16,6.197,0.955,1.0,alta,1,75.65,,,,,
COMP_0896,64.11,67.45,ESTABLE,ESTABLE,43.4,1,vigilancia,1,2026-07,1,2026-07,bache,17.08,1.73,-1.97,colchon -1.0; trayectoria -0.9,-1.98,0.0,GROUP_0114,6,6,2.182,0.88,0.88,media,1,62.67,,,,,
COMP_0571,64.1,66.44,ESTABLE,ESTABLE,55.67,1,vigilancia,0,2025-11,1,2025-11,bache,28.77,1.44,,,,,GROUP_0101,12,12,3.1,0.733,0.68,media,1,74.82,,,,,
COMP_0687,64.05,65.02,ESTABLE,ESTABLE,54.86,1,vigilancia,0,2025-03,1,2025-03,bache,20.32,1.66,-1.6,eficiencia -2.0; colchon +1.5,-1.62,0.0,GROUP_0212,22,22,7.507,0.967,1.0,alta,1,74.53,0.0,1.0,,,
COMP_0080,63.93,65.62,ESTABLE,ESTABLE,50.56,1,vigilancia,0,2025-07,1,2025-12,bache,9.83,1.25,,,,,GROUP_0112,12,12,4.22,0.917,1.0,alta,1,77.53,,,,,
COMP_0671,63.93,64.88,ESTABLE,ESTABLE,55.72,1,vigilancia,0,2025-06,1,2025-06,bache,17.31,1.65,-5.54,cobro_clientes -2.3; colchon +1.7,-0.76,0.0,GROUP_0250,22,22,7.507,0.967,1.0,alta,1,65.33,,,,,
COMP_0315,63.87,65.16,ESTABLE,MEJORANDO,61.98,0,,0,,0,,,,,-1.37,colchon -1.4,-1.39,0.0,GROUP_0064,17,17,5.49,0.922,1.0,alta,1,70.32,,,,,
COMP_0487,63.8,65.77,ESTABLE,ESTABLE,47.41,1,vigilancia,0,2026-03,1,2026-03,bache,23.06,1.51,5.0,liquidez +4.1; eficiencia +3.4,5.0,0.0,GROUP_0170,10,10,3.579,0.928,1.0,media,1,71.68,,,,,
COMP_0561,63.76,64.95,ESTABLE,ESTABLE,52.93,1,vigilancia,0,2025-12,1,2025-12,caida_estructural,18.12,1.91,-9.45,eficiencia -8.0; colchon -1.6,-9.44,0.0,GROUP_0063,15,15,5.877,0.952,1.0,alta,1,58.3,,,,,
COMP_0077,63.75,64.68,ESTABLE,ESTABLE,57.5,1,vigilancia,0,2024-12,1,2025-03,bache,26.17,1.73,4.36,eficiencia +2.0; colchon +1.5,4.36,0.0,GROUP_0213,22,22,7.507,0.967,1.0,alta,1,73.85,,,,,
COMP_1120,63.74,64.67,ESTABLE,DETERIORANDO,36.67,1,critica,1,2025-12,1,2025-12,bache,15.08,1.33,-3.85,cobro_clientes -5.1; liquidez -3.1,-3.84,0.0,GROUP_0250,22,22,7.507,0.967,1.0,alta,1,34.31,0.0,1.0,,,
COMP_0515,63.73,65.68,ESTABLE,DETERIORANDO,32.74,0,,0,,0,,,,,3.57,trayectoria +2.6; deuda_comercial +2.5,3.6,0.0,GROUP_0117,10,10,3.579,0.928,1.0,media,1,66.3,0.0,1.0,,,
COMP_1014,63.73,64.77,ESTABLE,DETERIORANDO,36.65,1,vigilancia,1,2025-07,1,2025-07,bache,33.76,1.88,5.09,trayectoria +3.4; eficiencia +3.2,5.09,0.0,GROUP_0132,18,18,6.738,0.96,1.0,alta,1,49.23,0.0,1.0,,,
COMP_0791,63.72,64.65,ESTABLE,MEJORANDO,69.21,1,vigilancia,0,2025-04,1,2025-04,bache,15.67,1.39,4.8,colchon +5.0,4.81,0.0,GROUP_0065,22,22,7.507,0.967,1.0,alta,1,95.38,0.0,1.0,,,
COMP_0037,63.64,64.71,ESTABLE,ESTABLE,44.27,1,nivel_bajo,1,2026-02,1,2026-02,bache,15.03,1.41,-19.44,liquidez -14.4; deuda_comercial -4.3,-19.45,0.0,GROUP_0222,17,17,6.474,0.947,1.0,alta,1,33.08,,,,,
COMP_0812,63.63,64.55,ESTABLE,ESTABLE,42.73,1,vigilancia,0,2025-01,1,2025-03,bache,21.2,1.29,-4.67,eficiencia -2.0; colchon -1.5,-3.06,0.0,GROUP_0160,22,22,7.507,0.967,1.0,alta,1,65.22,,,,,
COMP_0012,63.52,65.5,ESTABLE,DETERIORANDO,40.27,1,vigilancia,1,2026-08,1,2026-08,bache,16.74,1.6,9.1,eficiencia +3.2; liquidez +3.1,9.11,0.0,GROUP_0087,9,9,3.466,0.92,1.0,media,1,57.18,,,,,
COMP_0425,63.52,64.54,ESTABLE,MEJORANDO,62.87,1,vigilancia,1,2026-04,1,2026-04,bache,27.18,1.62,-0.45,eficiencia -2.0; colchon +1.5,-0.45,0.0,GROUP_0097,17,17,6.693,0.958,1.0,alta,1,76.37,,,,,
COMP_0867,63.47,65.07,ESTABLE,ESTABLE,50.26,1,vigilancia,0,2025-06,1,2026-05,bache,23.23,1.59,12.69,eficiencia +17.1; deuda_comercial -4.8,6.3,3.98,GROUP_0103,17,17,4.251,0.858,0.847,alta,1,83.01,,,,,
COMP_1192,63.37,64.3,ESTABLE,ESTABLE,51.76,1,vigilancia,1,2025-04,1,2025-04,caida_estructural,15.23,1.66,11.67,liquidez +9.9; trayectoria +4.1,11.67,0.0,GROUP_0094,21,21,7.193,0.957,1.0,alta,1,58.56,,,,,
COMP_1142,63.36,64.28,ESTABLE,MEJORANDO,66.89,1,vigilancia,0,2025-01,1,2026-04,bache,40.1,2.24,-5.75,cobro_clientes -9.4; eficiencia +2.0,-5.76,0.0,GROUP_0202,21,21,7.307,0.939,1.0,alta,1,69.04,,,,,
COMP_0950,63.34,64.24,ESTABLE,ESTABLE,45.81,1,critica,1,2026-08,0,,,,,-25.84,liquidez -14.4; eficiencia -7.0,-24.25,0.0,GROUP_0082,22,22,7.507,0.967,1.0,alta,1,35.03,,,,,
COMP_1180,63.34,64.38,ESTABLE,MEJORANDO,68.93,1,vigilancia,0,2025-10,1,2025-10,bache,16.77,1.56,6.65,liquidez +4.1; eficiencia +3.4,6.64,0.0,GROUP_0103,17,17,6.474,0.947,1.0,alta,1,77.19,0.0,1.0,,,
COMP_0462,63.32,64.21,ESTABLE,ESTABLE,49.08,1,vigilancia,0,2024-12,0,,,,,-30.47,liquidez -17.1; eficiencia -10.4,-30.47,0.0,GROUP_0194,22,22,7.507,0.967,1.0,alta,1,53.27,,,,,
COMP_0832,63.31,64.29,ESTABLE,ESTABLE,55.76,1,vigilancia,0,2025-03,1,2025-03,bache,17.35,1.73,-3.81,trayectoria -4.6; colchon +0.8,-3.8,0.0,GROUP_0014,22,22,6.842,0.967,1.0,alta,1,64.05,,,,,
COMP_0656,63.26,65.12,ESTABLE,MEJORANDO,59.96,1,vigilancia,0,2026-03,1,2026-03,bache,36.24,1.64,7.09,liquidez +4.1; eficiencia +3.4,7.07,0.0,GROUP_0087,10,10,3.579,0.928,1.0,media,1,74.57,,,,,
COMP_0248,63.25,64.16,ESTABLE,DETERIORANDO,40.2,1,nivel_bajo,0,2025-01,0,,,,,-4.92,trayectoria -2.0; eficiencia -2.0,-4.95,0.0,GROUP_0095,20,20,7.314,0.964,1.0,alta,1,62.11,,,,,
COMP_0514,63.22,66.75,ESTABLE,ESTABLE,43.99,1,vigilancia,1,2026-07,1,2026-07,caida_estructural,10.29,1.51,-10.09,eficiencia -7.0; colchon -1.6,-10.1,0.0,GROUP_0008,6,6,1.87,0.85,0.85,media,1,56.24,,,,,
COMP_0994,63.15,64.03,ESTABLE,MEJORANDO,65.66,1,vigilancia,0,2026-01,1,2026-01,caida_estructural,12.25,1.32,0.84,trayectoria +1.9; colchon -1.1,0.82,0.0,GROUP_0037,22,22,7.507,0.967,1.0,alta,1,58.81,,,,,
COMP_1039,63.11,64.06,ESTABLE,DETERIORANDO,36.13,1,vigilancia,1,2025-02,1,2025-04,bache,28.74,2.17,-2.0,trayectoria +4.3; colchon -2.3,2.02,0.0,GROUP_0146,22,22,6.858,0.946,1.0,alta,1,48.15,,,,,
COMP_0003,63.1,65.44,ESTABLE,DETERIORANDO,35.62,0,,0,,0,,,,,3.45,eficiencia +3.4; cobro_clientes -1.1,3.44,0.0,GROUP_0044,8,8,2.795,0.955,1.0,media,1,70.16,0.0,1.0,,,
COMP_0978,63.1,63.99,ESTABLE,DETERIORANDO,41.91,1,critica,0,2025-03,0,,,,,-15.58,liquidez -11.3; eficiencia -3.4,-15.58,0.0,GROUP_0142,22,22,7.321,0.967,1.0,alta,1,55.65,,,,,
COMP_0263,63.04,63.9,ESTABLE,DETERIORANDO,38.99,1,critica,1,2025-03,1,2025-03,caida_estructural,22.39,1.63,-20.27,liquidez -14.4; cobro_clientes -5.1,-20.26,0.0,GROUP_0250,22,22,7.507,0.967,1.0,alta,1,40.61,0.0,1.0,,2.0,
COMP_0706,63.04,63.9,ESTABLE,MEJORANDO,63.26,1,vigilancia,0,2025-03,1,2025-03,bache,17.42,1.36,-1.87,colchon -3.1; trayectoria +1.2,-1.87,0.0,GROUP_0212,22,22,7.507,0.967,1.0,alta,1,81.68,0.0,1.0,,,
COMP_0196,63.03,66.0,ESTABLE,MEJORANDO,64.99,0,,0,,0,,,,,7.53,liquidez +4.1; eficiencia +3.2,7.54,0.0,GROUP_0199,6,6,2.182,0.88,0.88,media,1,67.3,,,,,
COMP_0831,63.02,63.89,ESTABLE,ESTABLE,46.1,1,vigilancia,0,2024-12,1,2025-03,bache,31.32,1.72,3.91,"deuda_comercial +14.9; colchon +2.9 (cambio dominado por datos nuevos, no por comportamiento)",8.37,9.56,GROUP_0250,22,22,7.416,0.961,0.977,alta,1,70.65,1.0,1.0,11.0,4.0,7.0
COMP_0770,63.01,63.93,ESTABLE,MEJORANDO,76.26,1,vigilancia,0,2025-03,1,2025-03,caida_estructural,15.68,1.28,6.28,eficiencia +3.4; colchon +2.2,6.28,0.0,GROUP_0082,22,22,7.033,0.959,1.0,alta,1,83.93,,,,,
COMP_1220,63.0,64.56,ESTABLE,MEJORANDO,61.94,1,vigilancia,0,2025-11,1,2026-02,bache,15.62,1.32,-4.07,colchon -4.5,-4.09,0.0,GROUP_0169,11,11,4.15,0.935,1.0,media,1,71.38,,,,,
COMP_1052,62.99,64.01,ESTABLE,ESTABLE,45.93,1,vigilancia,0,2025-09,1,2025-09,bache,30.05,1.61,-10.88,deuda_comercial -5.4; liquidez -4.1,-10.87,0.0,GROUP_0222,18,18,6.27,0.96,1.0,alta,1,49.64,,,,,
COMP_0213,62.98,64.77,ESTABLE,DETERIORANDO,32.47,1,vigilancia,1,2026-06,1,2026-06,bache,20.31,2.05,5.74,eficiencia +3.8; trayectoria +2.0,5.72,0.0,GROUP_0170,10,10,3.579,0.928,1.0,media,1,56.34,,,,,
COMP_0186,62.92,63.8,ESTABLE,ESTABLE,45.41,1,critica,1,2026-08,0,,,,,-20.71,liquidez -14.4; trayectoria -3.4,-19.12,0.0,GROUP_0142,21,21,7.248,0.966,1.0,alta,1,41.11,,,,,
COMP_0597,62.85,64.99,ESTABLE,DETERIORANDO,39.7,1,vigilancia,0,2026-05,1,2026-05,bache,23.37,1.72,-0.57,colchon -1.8; trayectoria +1.7,-0.56,0.0,GROUP_0029,8,8,2.961,0.91,0.97,media,1,65.96,,,,,
COMP_1017,62.85,64.09,ESTABLE,ESTABLE,52.63,1,vigilancia,0,2025-09,1,2026-01,bache,19.97,1.68,7.54,eficiencia -12.3; liquidez +9.9,7.56,0.0,GROUP_0108,15,15,5.114,0.952,1.0,alta,1,78.4,,,,,
COMP_1082,62.85,63.71,ESTABLE,ESTABLE,49.09,1,vigilancia,1,2025-06,1,2026-08,bache,31.33,1.69,0.95,colchon +1.2,0.95,0.0,GROUP_0142,22,22,7.321,0.967,1.0,alta,1,47.97,,,,,
COMP_0465,62.83,64.47,ESTABLE,ESTABLE,48.28,1,vigilancia,0,2026-06,1,2026-06,caida_estructural,18.6,2.01,-17.54,deuda_comercial -5.4; colchon -4.2,-15.95,0.0,GROUP_0246,8,8,3.853,0.978,1.0,media,1,44.29,,,,,
COMP_0212,62.8,65.68,ESTABLE,ESTABLE,54.52,0,,0,,0,,,,,-3.05,colchon -2.0; trayectoria -1.1,-3.06,0.0,GROUP_0199,6,6,2.182,0.88,0.88,media,1,74.31,,,,,
COMP_0252,62.79,65.67,ESTABLE,MEJORANDO,61.7,1,vigilancia,1,2026-08,1,2026-08,bache,6.64,2.12,-7.58,colchon -2.1; trayectoria -1.5,-3.56,0.0,GROUP_0179,6,6,2.182,0.88,0.88,media,1,61.66,,,,,
COMP_1027,62.75,63.68,ESTABLE,ESTABLE,50.08,1,critica,0,2025-04,0,,,,,2.47,liquidez +2.7; trayectoria -2.0,0.86,0.0,GROUP_0095,18,18,6.738,0.96,1.0,alta,1,77.48,1.0,1.0,7.0,,7.0
COMP_0522,62.7,63.53,ESTABLE,DETERIORANDO,38.58,1,vigilancia,1,2025-09,1,2025-09,caida_estructural,11.04,1.25,-16.31,liquidez -8.3; colchon -4.1,-16.34,0.0,GROUP_0066,22,22,7.507,0.967,1.0,alta,1,54.06,,,,,
COMP_0388,62.69,63.52,ESTABLE,ESTABLE,56.8,1,vigilancia,1,2026-02,1,2026-02,bache,17.08,1.25,29.14,liquidez +17.1; colchon +7.0,29.14,0.0,GROUP_0187,22,22,7.507,0.967,1.0,alta,1,77.66,,,,,
COMP_0841,62.68,63.51,ESTABLE,MEJORANDO,68.64,1,vigilancia,0,2025-06,1,2025-06,bache,19.41,1.29,-5.8,eficiencia -3.4; liquidez -2.7,-5.81,0.0,GROUP_0005,22,22,7.507,0.967,1.0,alta,1,77.08,0.0,1.0,,,
COMP_0759,62.67,63.56,ESTABLE,ESTABLE,49.86,1,vigilancia,0,2026-02,1,2026-02,bache,13.66,1.89,4.54,deuda_comercial +3.3; cobro_clientes +2.4,4.53,0.0,GROUP_0094,19,19,6.957,0.953,1.0,alta,1,70.52,,,,,
COMP_0969,62.67,63.49,ESTABLE,ESTABLE,53.2,1,vigilancia,0,2025-03,1,2025-03,bache,18.75,1.76,-11.54,liquidez -3.1; trayectoria -2.4,-7.52,0.0,GROUP_0158,22,22,7.507,0.967,1.0,alta,1,49.95,,,,,
COMP_0322,62.65,63.54,ESTABLE,MEJORANDO,69.24,1,vigilancia,0,2025-11,1,2025-11,bache,41.04,2.23,-20.93,liquidez -14.0; colchon -6.7,-20.93,0.0,GROUP_0108,20,20,6.919,0.964,1.0,alta,1,69.33,0.0,1.0,,,
COMP_0529,62.53,64.97,ESTABLE,ESTABLE,44.36,0,,0,,0,,,,,14.79,liquidez +11.3; eficiencia +3.4,14.79,0.0,GROUP_0095,8,8,2.497,0.92,0.953,media,1,72.14,,,,,
COMP_0176,62.52,63.33,ESTABLE,DETERIORANDO,35.6,1,vigilancia,1,2025-05,1,2025-05,bache,22.65,1.38,1.17,colchon +1.8; trayectoria +1.0,2.77,0.0,GROUP_0225,22,22,7.507,0.967,1.0,alta,1,58.38,,,,,
COMP_0701,62.46,63.72,ESTABLE,ESTABLE,43.33,1,vigilancia,1,2026-02,1,2026-02,bache,20.87,1.34,-0.37,,-0.36,0.0,GROUP_0211,13,13,4.801,0.945,1.0,alta,1,50.25,,,,,
COMP_0102,62.41,63.23,ESTABLE,ESTABLE,55.43,1,vigilancia,0,2026-05,1,2026-05,bache,11.3,1.3,20.24,colchon +9.8; liquidez +5.8,20.23,0.0,GROUP_0158,21,21,7.346,0.966,1.0,alta,1,90.56,,,,,
COMP_1005,62.34,63.35,ESTABLE,ESTABLE,56.0,1,vigilancia,0,2025-07,0,,,,,-1.6,colchon -1.6,-1.6,0.0,GROUP_0172,15,15,5.877,0.952,1.0,alta,1,65.53,1.0,1.0,3.0,,3.0
COMP_0838,62.3,63.09,ESTABLE,DETERIORANDO,33.99,1,critica,1,2025-03,1,2025-03,caida_estructural,22.05,1.55,-25.15,liquidez -14.4; cobro_clientes -6.5,-25.13,0.0,GROUP_0250,22,22,7.507,0.967,1.0,alta,1,35.74,0.0,1.0,,2.0,
COMP_0839,62.3,63.09,ESTABLE,DETERIORANDO,33.98,1,critica,1,2025-03,1,2025-03,caida_estructural,22.0,1.56,-25.21,liquidez -14.4; cobro_clientes -6.5,-25.21,0.0,GROUP_0250,22,22,7.507,0.967,1.0,alta,1,35.72,0.0,1.0,,2.0,
COMP_1281,62.3,63.31,ESTABLE,ESTABLE,56.22,1,vigilancia,1,2025-09,1,2026-03,bache,19.4,1.46,-0.74,cobro_clientes -4.1; trayectoria +2.8,-0.74,0.0,GROUP_0218,15,15,5.877,0.952,1.0,alta,1,54.41,,,,,
COMP_0309,62.27,63.06,ESTABLE,DETERIORANDO,33.99,1,critica,1,2025-03,1,2025-03,caida_estructural,22.05,1.56,-25.15,liquidez -14.4; cobro_clientes -6.5,-25.13,0.0,GROUP_0250,22,22,7.507,0.967,1.0,alta,1,35.75,0.0,1.0,,2.0,
COMP_0014,62.24,63.41,ESTABLE,DETERIORANDO,41.71,1,vigilancia,0,2026-02,0,,,,,-4.86,colchon -1.5; trayectoria +0.5,-0.87,0.0,GROUP_0173,8,8,5.022,1.0,1.0,media,1,57.29,0.0,1.0,,,
COMP_1241,62.21,62.99,ESTABLE,DETERIORANDO,33.99,1,critica,1,2025-04,1,2026-01,caida_estructural,23.35,1.27,-25.16,liquidez -14.4; cobro_clientes -6.5,-25.15,0.0,GROUP_0250,22,22,7.507,0.967,1.0,alta,1,35.72,0.0,1.0,,9.0,
COMP_0538,62.13,62.9,ESTABLE,ESTABLE,52.02,1,vigilancia,0,2024-12,1,2025-06,caida_estructural,11.4,1.87,-5.55,colchon -2.2; trayectoria +0.6,-1.53,0.0,GROUP_0065,22,22,7.507,0.967,1.0,alta,1,73.57,,,,,
COMP_0840,62.1,63.86,ESTABLE,ESTABLE,51.76,1,vigilancia,0,2025-05,1,2025-05,bache,36.43,1.82,,,,,GROUP_0248,9,9,3.288,0.92,1.0,media,1,61.99,0.0,1.0,,,
COMP_1135,61.99,62.83,ESTABLE,DETERIORANDO,32.91,1,vigilancia,0,2025-10,1,2025-10,bache,37.67,2.36,9.62,liquidez +7.2; eficiencia +3.4,9.64,0.0,GROUP_0081,18,18,6.738,0.96,1.0,alta,1,62.57,0.0,1.0,,,
COMP_1275,61.92,62.75,ESTABLE,ESTABLE,46.01,1,critica,1,2026-01,1,2026-01,bache,11.93,1.43,-2.92,trayectoria -4.3; colchon +1.4,-2.92,0.0,GROUP_0067,18,18,6.738,0.96,1.0,alta,1,41.81,,,,,
COMP_1129,61.88,64.45,ESTABLE,DETERIORANDO,35.56,1,vigilancia,1,2026-07,1,2026-07,bache,19.72,1.75,3.14,trayectoria +3.4,3.14,0.0,GROUP_0024,6,6,2.182,0.88,0.88,media,1,64.68,,,,,
COMP_0157,61.87,62.88,ESTABLE,ESTABLE,47.19,0,,0,,0,,,,,-2.32,trayectoria -1.3; eficiencia -1.0,-2.33,0.0,GROUP_0146,14,14,5.517,0.949,1.0,alta,1,69.2,,,,,
COMP_0980,61.85,62.66,ESTABLE,DETERIORANDO,21.38,1,vigilancia,0,2025-09,1,2025-09,bache,23.51,1.54,,,,,GROUP_0118,17,17,6.833,0.958,1.0,alta,1,47.47,,,,,
COMP_0210,61.82,63.38,ESTABLE,ESTABLE,42.65,1,critica,0,2026-01,0,,,,,-4.03,eficiencia -2.0; colchon +1.8,-2.43,0.0,GROUP_0117,10,10,3.579,0.928,1.0,media,1,69.56,0.0,1.0,,1.0,
COMP_1030,61.82,62.82,ESTABLE,ESTABLE,44.73,1,vigilancia,0,2025-11,1,2025-12,bache,32.83,1.77,-39.22,liquidez -17.1; eficiencia -12.3,-39.23,0.0,GROUP_0108,15,15,5.582,0.952,1.0,alta,1,51.26,,,,,
COMP_1112,61.81,62.89,ESTABLE,ESTABLE,53.82,1,vigilancia,0,2025-09,1,2026-05,bache,20.04,1.41,-4.34,eficiencia -4.2; trayectoria -1.2,-4.33,0.0,GROUP_0170,13,13,5.113,0.945,1.0,alta,1,66.39,,,,,
COMP_1154,61.79,62.94,ESTABLE,ESTABLE,44.83,1,vigilancia,0,2025-11,0,,,,,3.63,colchon +3.6,3.64,0.0,GROUP_0023,13,13,4.805,0.92,1.0,alta,1,58.98,,,,,
COMP_1095,61.78,62.6,ESTABLE,MEJORANDO,58.91,1,vigilancia,1,2025-07,1,2025-07,caida_estructural,10.31,1.3,-4.21,deuda_comercial -3.1; colchon -1.3,-4.21,0.0,GROUP_0118,18,18,6.729,0.95,1.0,alta,1,58.81,1.0,1.0,1.0,,1.0
COMP_1147,61.77,62.59,ESTABLE,DETERIORANDO,40.83,1,vigilancia,1,2025-07,1,2025-09,bache,22.69,1.43,-1.01,colchon -2.0; cobro_clientes +1.0,-1.0,0.0,GROUP_0181,18,18,6.738,0.96,1.0,alta,1,48.23,0.0,1.0,,2.0,
COMP_1097,61.72,64.23,ESTABLE,ESTABLE,52.26,0,,0,,0,,,,,15.14,trayectoria +6.9; liquidez +5.8,15.15,0.0,GROUP_0044,6,6,2.182,0.88,0.88,media,1,63.28,,,,,
COMP_1131,61.69,64.2,ESTABLE,MEJORANDO,63.72,0,,0,,0,,,,,-7.51,trayectoria -3.7; liquidez -3.1,-7.51,0.0,GROUP_0143,6,6,2.182,0.88,0.88,media,1,57.59,,,,,
COMP_0177,61.65,63.19,ESTABLE,ESTABLE,42.58,1,vigilancia,0,2026-05,1,2026-05,bache,39.76,2.03,-19.18,liquidez -14.4; eficiencia -3.8,-19.19,0.0,GROUP_0185,11,11,3.546,0.967,1.0,media,1,49.69,1.0,1.0,1.0,,1.0
COMP_0004,61.61,62.73,ESTABLE,DETERIORANDO,33.7,1,vigilancia,1,2026-07,1,2026-07,bache,31.5,2.0,-2.31,colchon -4.1; trayectoria +1.8,-2.32,0.0,GROUP_0058,9,9,4.863,0.98,1.0,media,1,50.48,,,,,
COMP_1248,61.57,62.44,ESTABLE,ESTABLE,52.5,1,vigilancia,0,2025-09,1,2025-09,bache,20.32,1.42,-13.03,liquidez -7.2; eficiencia -3.8,-13.03,0.0,GROUP_0066,16,16,6.197,0.955,1.0,alta,1,53.21,,,,,
COMP_0448,61.5,62.21,ESTABLE,MEJORANDO,60.02,1,vigilancia,0,2025-03,1,2025-03,bache,19.59,1.33,-2.62,colchon -1.9; trayectoria -0.7,-2.61,0.0,GROUP_0158,22,22,7.507,0.967,1.0,alta,1,65.43,0.0,1.0,,,
COMP_0530,61.5,62.21,ESTABLE,ESTABLE,56.35,1,vigilancia,0,2026-01,1,2026-01,bache,31.59,2.19,20.77,liquidez +11.3; colchon +4.4,20.77,0.0,GROUP_0017,22,22,7.501,0.959,1.0,alta,1,74.25,0.0,1.0,,,
COMP_0622,61.5,63.94,ESTABLE,DETERIORANDO,38.16,0,,0,,0,,,,,,,,,GROUP_0130,6,6,2.182,0.88,0.88,media,1,59.33,,,,,
COMP_0664,61.46,63.05,ESTABLE,ESTABLE,46.4,1,vigilancia,0,2026-06,1,2026-06,bache,24.64,1.59,-15.16,liquidez -7.2; eficiencia -3.8,-13.58,0.0,GROUP_0058,9,9,3.336,0.96,1.0,media,1,43.82,,,,,
COMP_0385,61.45,62.48,ESTABLE,ESTABLE,54.75,1,vigilancia,0,2026-04,1,2026-04,bache,15.64,2.53,-6.45,liquidez -3.1; trayectoria -1.7,-6.44,0.0,GROUP_0145,13,13,5.113,0.945,1.0,alta,1,56.01,,,,,
